time_s,trial_id,marker_visible,grf_vertical_N,emg_tib_ant_uV,ankle_angle_deg,knee_flexion_deg,hip_flexion_deg
4.15,trial_03,1.0,455.52,72.49,17.14,31.98,31.35
4.16,trial_03,1.0,453.8,79.84,17.66,34.71,32.04
4.17,trial_03,1.0,448.35,87.08,18.14,37.38,32.73
4.18,trial_03,1.0,439.38,94.17,18.57,39.98,33.4
4.19,trial_03,1.0,427.17,101.09,18.95,42.47,34.05
4.2,trial_03,1.0,412.11,107.81,19.27,44.84,34.69
4.21,trial_03,1.0,394.67,114.3,19.53,47.05,35.32
4.22,trial_03,1.0,375.38,120.53,19.73,49.08,35.94
4.23,trial_03,1.0,354.81,126.49,19.88,50.93,36.53
4.24,trial_03,1.0,333.53,132.15,19.97,52.57,37.11
4.25,trial_03,1.0,312.12,137.48,20.0,54.0,37.68
4.26,trial_03,0.0,291.14,142.46,19.97,42.96,38.22
4.27,trial_03,0.0,271.09,147.08,19.88,66.57,38.75
4.28,trial_03,0.0,252.44,151.32,19.73,60.92,39.26
4.29,trial_03,0.0,235.58,155.16,19.53,58.54,39.75
4.3,trial_03,0.0,220.85,158.58,19.27,56.7,40.23
4.31,trial_03,0.0,208.5,161.57,18.95,55.97,40.68
4.32,trial_03,0.0,198.72,164.13,18.57,63.06,41.11
4.33,trial_03,0.0,191.64,166.23,18.14,61.42,41.52
4.34,trial_03,0.0,187.3,167.87,17.66,45.35,41.91
4.35,trial_03,0.0,185.7,169.05,17.14,57.74,42.28
4.36,trial_03,0.0,186.78,169.76,16.56,61.16,42.62
4.37,trial_03,0.0,190.43,170.0,15.93,61.02,42.94
4.38,trial_03,0.0,196.48,169.76,15.27,46.62,43.24
4.39,trial_03,0.0,204.75,169.05,14.56,60.39,43.52
4.4,trial_03,0.0,214.99,167.87,13.82,54.69,43.78
4.41,trial_03,0.0,226.93,166.23,13.04,57.7,44.01
4.42,trial_03,0.0,240.28,164.13,12.23,54.45,44.21
4.43,trial_03,0.0,254.71,161.57,11.39,62.27,44.4
4.44,trial_03,0.0,269.88,158.58,10.52,46.69,44.56
4.45,trial_03,0.0,285.43,155.16,9.64,37.35,44.69
4.46,trial_03,0.0,300.98,151.32,8.73,38.31,44.8
4.47,trial_03,0.0,316.16,147.08,7.81,40.69,44.89
4.48,trial_03,0.0,330.6,142.46,6.88,53.95,44.95
4.49,trial_03,0.0,343.94,137.48,5.94,55.5,44.99
4.5,trial_03,0.0,355.87,132.15,5.0,49.12,45.0
4.51,trial_03,0.0,366.06,126.49,4.06,48.94,44.99
4.52,trial_03,0.0,374.27,120.53,3.12,65.5,44.95
4.53,trial_03,0.0,380.28,114.3,2.19,56.56,44.89
4.54,trial_03,0.0,383.93,107.81,1.27,45.25,44.8
4.55,trial_03,1.0,385.13,101.09,0.36,48.65,44.69
4.56,trial_03,1.0,383.83,94.17,-0.52,49.32,44.56
4.57,trial_03,1.0,380.06,87.08,-1.39,50.08,44.4
4.58,trial_03,1.0,373.9,79.84,-2.23,50.9,44.21
4.59,trial_03,1.0,365.5,72.49,-3.04,51.77,44.01
4.6,trial_03,1.0,355.04,65.04,-3.82,52.66,43.78
4.61,trial_03,1.0,342.76,57.53,-4.56,53.56,43.52
4.62,trial_03,1.0,328.94,50.0,-5.27,54.43,43.24
4.63,trial_03,1.0,313.86,50.0,-5.93,55.25,42.94
4.64,trial_03,1.0,297.83,50.0,-6.56,56.01,42.62
4.65,trial_03,1.0,281.15,50.0,-7.14,56.67,42.28
4.66,trial_03,1.0,264.14,50.0,-7.66,57.21,41.91
4.67,trial_03,1.0,247.08,50.0,-8.14,57.62,41.52
4.68,trial_03,1.0,230.22,50.0,-8.57,57.87,41.11
4.69,trial_03,1.0,213.82,50.0,-8.95,57.94,40.68
4.7,trial_03,1.0,198.07,50.0,-9.27,57.82,40.23
4.71,trial_03,1.0,183.13,50.0,-9.53,57.49,39.75
4.72,trial_03,1.0,169.14,50.0,-9.73,56.95,39.26
4.73,trial_03,1.0,156.19,50.0,-9.88,56.19,38.75
4.74,trial_03,1.0,144.33,50.0,-9.97,55.21,38.22
4.75,trial_03,1.0,133.6,50.0,-10.0,54.0,37.68
4.76,trial_03,1.0,123.98,50.0,-9.97,52.57,37.11
4.77,trial_03,1.0,115.45,50.0,-9.88,50.93,36.53
4.78,trial_03,1.0,107.96,50.0,-9.73,49.08,35.94
4.79,trial_03,1.0,101.46,50.0,-9.53,47.05,35.32
4.8,trial_03,1.0,95.86,50.0,-9.27,44.84,34.69
4.81,trial_03,1.0,91.09,50.0,-8.95,42.47,34.05
4.82,trial_03,1.0,87.06,50.0,-8.57,39.98,33.4
4.83,trial_03,1.0,83.69,50.0,-8.14,37.38,32.73
4.84,trial_03,1.0,80.9,50.0,-7.66,34.71,32.04
4.85,trial_03,1.0,78.61,50.0,-7.14,31.98,31.35
4.86,trial_03,1.0,76.74,50.0,-6.56,29.24,30.64
4.87,trial_03,1.0,75.24,50.0,-5.93,26.5,29.93
4.88,trial_03,1.0,74.04,50.0,-5.27,23.81,29.2
4.89,trial_03,1.0,73.09,50.0,-4.56,21.2,28.47
4.9,trial_03,1.0,72.35,50.0,-3.82,18.68,27.73
4.91,trial_03,1.0,71.77,50.0,-3.04,16.31,26.97
4.92,trial_03,1.0,71.32,50.0,-2.23,14.1,26.22
4.93,trial_03,1.0,70.98,50.0,-1.39,12.07,25.45
4.94,trial_03,1.0,70.72,50.0,-0.52,10.27,24.68
4.95,trial_03,1.0,70.52,50.0,0.36,8.7,23.91
4.96,trial_03,1.0,70.38,50.0,1.27,7.39,23.13
4.97,trial_03,1.0,70.27,50.0,2.19,6.36,22.35
4.98,trial_03,1.0,70.19,50.0,3.12,5.61,21.57
4.99,trial_03,1.0,70.14,50.0,4.06,5.15,20.79
5.0,trial_03,1.0,194.99,16.1,5.0,5.0,20.0
5.01,trial_03,1.0,214.5,15.89,5.94,5.15,20.79
5.02,trial_03,1.0,235.38,17.4,6.88,5.61,21.57
5.03,trial_03,1.0,257.41,14.65,7.81,6.36,22.35
5.04,trial_03,1.0,280.25,15.85,8.73,7.39,23.13
5.05,trial_03,1.0,303.53,16.11,9.64,8.7,23.91
5.06,trial_03,1.0,326.81,14.23,10.52,10.27,24.68
5.07,trial_03,1.0,349.6,15.75,11.39,12.07,25.45
5.08,trial_03,1.0,371.39,16.86,12.23,14.1,26.22
5.09,trial_03,1.0,391.65,12.27,13.04,16.31,26.97
5.1,trial_03,1.0,409.86,11.44,13.82,18.68,27.73
5.11,trial_03,1.0,425.54,15.25,14.56,21.2,28.47
5.12,trial_03,1.0,438.25,13.38,15.27,23.81,29.2
5.13,trial_03,1.0,447.65,57.53,15.93,26.5,29.93
5.14,trial_03,1.0,453.46,65.04,16.56,29.24,30.64
5.15,trial_03,1.0,455.52,72.49,17.14,31.98,31.35
5.16,trial_03,1.0,453.8,79.84,17.66,34.71,32.04
5.17,trial_03,1.0,448.35,87.08,18.14,37.38,32.73
5.18,trial_03,1.0,439.38,94.17,18.57,39.98,33.4
5.19,trial_03,1.0,427.17,101.09,18.95,42.47,34.05
5.2,trial_03,1.0,412.11,107.81,19.27,44.84,34.69
5.21,trial_03,1.0,394.67,114.3,19.53,47.05,35.32
5.22,trial_03,1.0,375.38,120.53,19.73,49.08,35.94
5.23,trial_03,1.0,354.81,126.49,19.88,50.93,36.53
5.24,trial_03,1.0,333.53,132.15,19.97,52.57,37.11
5.25,trial_03,1.0,312.12,137.48,20.0,54.0,37.68
5.26,trial_03,0.0,291.14,142.46,19.97,54.71,38.22
5.27,trial_03,0.0,271.09,147.08,19.88,45.63,38.75
5.28,trial_03,0.0,252.44,151.32,19.73,59.74,39.26
5.29,trial_03,0.0,235.58,155.16,19.53,56.59,39.75
5.3,trial_03,0.0,220.85,158.58,19.27,52.61,40.23
5.31,trial_03,0.0,208.5,161.57,18.95,60.74,40.68
5.32,trial_03,0.0,198.72,164.13,18.57,55.18,41.11
5.33,trial_03,0.0,191.64,166.23,18.14,59.68,41.52
5.34,trial_03,0.0,187.3,167.87,17.66,59.16,41.91
5.35,trial_03,0.0,185.7,169.05,17.14,51.44,42.28
5.36,trial_03,0.0,186.78,169.76,16.56,41.55,42.62
5.37,trial_03,0.0,190.43,170.0,15.93,61.42,42.94
5.38,trial_03,0.0,196.48,169.76,15.27,46.24,43.24
5.39,trial_03,0.0,204.75,169.05,14.56,53.77,43.52
5.4,trial_03,0.0,214.99,167.87,13.82,56.81,43.78
5.41,trial_03,0.0,226.93,166.23,13.04,43.28,44.01
5.42,trial_03,0.0,240.28,164.13,12.23,66.97,44.21
5.43,trial_03,0.0,254.71,161.57,11.39,36.33,44.4
5.44,trial_03,0.0,269.88,158.58,10.52,59.04,44.56
5.45,trial_03,0.0,285.43,155.16,9.64,22.91,44.69
5.46,trial_03,0.0,300.98,151.32,8.73,35.93,44.8
5.47,trial_03,0.0,316.16,147.08,7.81,47.43,44.89
5.48,trial_03,0.0,330.6,142.46,6.88,37.31,44.95
5.49,trial_03,0.0,343.94,137.48,5.94,52.96,44.99
5.5,trial_03,0.0,355.87,132.15,5.0,41.15,45.0
5.51,trial_03,0.0,366.06,126.49,4.06,49.83,44.99
5.52,trial_03,0.0,374.27,120.53,3.12,52.26,44.95
5.53,trial_03,0.0,380.28,114.3,2.19,45.96,44.89
5.54,trial_03,0.0,383.93,107.81,1.27,45.95,44.8
5.55,trial_03,1.0,385.13,101.09,0.36,48.65,44.69
5.56,trial_03,1.0,383.83,94.17,-0.52,49.32,44.56
5.57,trial_03,1.0,380.06,87.08,-1.39,50.08,44.4
5.58,trial_03,1.0,373.9,79.84,-2.23,50.9,44.21
5.59,trial_03,1.0,365.5,72.49,-3.04,51.77,44.01
5.6,trial_03,1.0,355.04,65.04,-3.82,52.66,43.78
5.61,trial_03,1.0,342.76,57.53,-4.56,53.56,43.52
5.62,trial_03,1.0,328.94,50.0,-5.27,54.43,43.24
5.63,trial_03,1.0,313.86,50.0,-5.93,55.25,42.94
5.64,trial_03,1.0,297.83,50.0,-6.56,56.01,42.62
5.65,trial_03,1.0,281.15,50.0,-7.14,56.67,42.28
5.66,trial_03,1.0,264.14,50.0,-7.66,57.21,41.91
5.67,trial_03,1.0,247.08,50.0,-8.14,57.62,41.52
5.68,trial_03,1.0,230.22,50.0,-8.57,57.87,41.11
5.69,trial_03,1.0,213.82,50.0,-8.95,57.94,40.68
5.7,trial_03,1.0,198.07,50.0,-9.27,57.82,40.23
5.71,trial_03,1.0,183.13,50.0,-9.53,57.49,39.75
5.72,trial_03,1.0,169.14,50.0,-9.73,56.95,39.26
5.73,trial_03,1.0,156.19,50.0,-9.88,56.19,38.75
5.74,trial_03,1.0,144.33,50.0,-9.97,55.21,38.22
5.75,trial_03,1.0,133.6,50.0,-10.0,54.0,37.68
5.76,trial_03,1.0,123.98,50.0,-9.97,52.57,37.11
5.77,trial_03,1.0,115.45,50.0,-9.88,50.93,36.53
5.78,trial_03,1.0,107.96,50.0,-9.73,49.08,35.94
5.79,trial_03,1.0,101.46,50.0,-9.53,47.05,35.32
5.8,trial_03,1.0,95.86,50.0,-9.27,44.84,34.69
5.81,trial_03,1.0,91.09,50.0,-8.95,42.47,34.05
5.82,trial_03,1.0,87.06,50.0,-8.57,39.98,33.4
5.83,trial_03,1.0,83.69,50.0,-8.14,37.38,32.73
5.84,trial_03,1.0,80.9,50.0,-7.66,34.71,32.04
5.85,trial_03,1.0,78.61,50.0,-7.14,31.98,31.35
5.86,trial_03,1.0,76.74,50.0,-6.56,29.24,30.64
5.87,trial_03,1.0,75.24,50.0,-5.93,26.5,29.93
5.88,trial_03,1.0,74.04,50.0,-5.27,23.81,29.2
5.89,trial_03,1.0,73.09,50.0,-4.56,21.2,28.47
5.9,trial_03,1.0,72.35,50.0,-3.82,18.68,27.73
5.91,trial_03,1.0,71.77,50.0,-3.04,16.31,26.97
5.92,trial_03,1.0,71.32,50.0,-2.23,14.1,26.22
5.93,trial_03,1.0,70.98,50.0,-1.39,12.07,25.45
5.94,trial_03,1.0,70.72,50.0,-0.52,10.27,24.68
5.95,trial_03,1.0,70.52,50.0,0.36,8.7,23.91
5.96,trial_03,1.0,70.38,50.0,1.27,7.39,23.13
5.97,trial_03,1.0,70.27,50.0,2.19,6.36,22.35
5.98,trial_03,1.0,70.19,50.0,3.12,5.61,21.57
5.99,trial_03,1.0,70.14,50.0,4.06,5.15,20.79
6.0,trial_03,1.0,194.99,12.84,5.0,5.0,20.0
6.01,trial_03,1.0,214.5,15.87,5.94,5.15,20.79
6.02,trial_03,1.0,235.38,14.51,6.88,5.61,21.57
6.03,trial_03,1.0,257.41,15.41,7.81,6.36,22.35
6.04,trial_03,1.0,280.25,12.93,8.73,7.39,23.13
6.05,trial_03,1.0,303.53,12.56,9.64,8.7,23.91
6.06,trial_03,1.0,326.81,17.07,10.52,10.27,24.68
6.07,trial_03,1.0,349.6,16.64,11.39,12.07,25.45
6.08,trial_03,1.0,371.39,10.6,12.23,14.1,26.22
6.09,trial_03,1.0,391.65,13.95,13.04,16.31,26.97
6.1,trial_03,1.0,409.86,8.53,13.82,18.68,27.73
6.11,trial_03,1.0,425.54,5.17,14.56,21.2,28.47
6.12,trial_03,1.0,438.25,15.58,15.27,23.81,29.2
6.13,trial_03,1.0,447.65,57.53,15.93,26.5,29.93
6.14,trial_03,1.0,453.46,65.04,16.56,29.24,30.64
6.15,trial_03,1.0,455.52,72.49,17.14,31.98,31.35
6.16,trial_03,1.0,453.8,79.84,17.66,34.71,32.04
6.17,trial_03,1.0,448.35,87.08,18.14,37.38,32.73
6.18,trial_03,1.0,439.38,94.17,18.57,39.98,33.4
6.19,trial_03,1.0,427.17,101.09,18.95,42.47,34.05
6.2,trial_03,1.0,412.11,107.81,19.27,44.84,34.69
6.21,trial_03,1.0,394.67,114.3,19.53,47.05,35.32
6.22,trial_03,1.0,375.38,120.53,19.73,49.08,35.94
6.23,trial_03,1.0,354.81,126.49,19.88,50.93,36.53
6.24,trial_03,1.0,333.53,132.15,19.97,52.57,37.11
6.25,trial_03,1.0,312.12,137.48,20.0,54.0,37.68
6.26,trial_03,0.0,291.14,142.46,19.97,68.26,38.22
6.27,trial_03,0.0,271.09,147.08,19.88,59.96,38.75
6.28,trial_03,0.0,252.44,151.32,19.73,65.43,39.26
6.29,trial_03,0.0,235.58,155.16,19.53,67.55,39.75
6.3,trial_03,0.0,220.85,158.58,19.27,59.3,40.23
6.31,trial_03,0.0,208.5,161.57,18.95,37.79,40.68
6.32,trial_03,0.0,198.72,164.13,18.57,50.55,41.11
6.33,trial_03,0.0,191.64,166.23,18.14,61.38,41.52
6.34,trial_03,0.0,187.3,167.87,17.66,65.36,41.91
6.35,trial_03,0.0,185.7,169.05,17.14,42.75,42.28
6.36,trial_03,0.0,186.78,169.76,16.56,64.06,42.62
6.37,trial_03,0.0,190.43,170.0,15.93,51.91,42.94
6.38,trial_03,0.0,196.48,169.76,15.27,50.89,43.24
6.39,trial_03,0.0,204.75,169.05,14.56,49.31,43.52
6.4,trial_03,0.0,214.99,167.87,13.82,56.47,43.78
6.41,trial_03,0.0,226.93,166.23,13.04,32.71,44.01
6.42,trial_03,0.0,240.28,164.13,12.23,51.97,44.21
6.43,trial_03,0.0,254.71,161.57,11.39,30.74,44.4
6.44,trial_03,0.0,269.88,158.58,10.52,45.89,44.56
6.45,trial_03,0.0,285.43,155.16,9.64,43.35,44.69
6.46,trial_03,0.0,300.98,151.32,8.73,39.44,44.8
6.47,trial_03,0.0,316.16,147.08,7.81,47.11,44.89
6.48,trial_03,0.0,330.6,142.46,6.88,30.88,44.95
6.49,trial_03,0.0,343.94,137.48,5.94,52.49,44.99
6.5,trial_03,0.0,355.87,132.15,5.0,43.89,45.0
6.51,trial_03,0.0,366.06,126.49,4.06,67.52,44.99
6.52,trial_03,0.0,374.27,120.53,3.12,55.75,44.95
6.53,trial_03,0.0,380.28,114.3,2.19,54.04,44.89
6.54,trial_03,0.0,383.93,107.81,1.27,62.72,44.8
6.55,trial_03,1.0,385.13,101.09,0.36,48.65,44.69
6.56,trial_03,1.0,383.83,94.17,-0.52,49.32,44.56
6.57,trial_03,1.0,380.06,87.08,-1.39,50.08,44.4
6.58,trial_03,1.0,373.9,79.84,-2.23,50.9,44.21
6.59,trial_03,1.0,365.5,72.49,-3.04,51.77,44.01
6.6,trial_03,1.0,355.04,65.04,-3.82,52.66,43.78
6.61,trial_03,1.0,342.76,57.53,-4.56,53.56,43.52
6.62,trial_03,1.0,328.94,50.0,-5.27,54.43,43.24
6.63,trial_03,1.0,313.86,50.0,-5.93,55.25,42.94
6.64,trial_03,1.0,297.83,50.0,-6.56,56.01,42.62
6.65,trial_03,1.0,281.15,50.0,-7.14,56.67,42.28
6.66,trial_03,1.0,264.14,50.0,-7.66,57.21,41.91
6.67,trial_03,1.0,247.08,50.0,-8.14,57.62,41.52
6.68,trial_03,1.0,230.22,50.0,-8.57,57.87,41.11
6.69,trial_03,1.0,213.82,50.0,-8.95,57.94,40.68
6.7,trial_03,1.0,198.07,50.0,-9.27,57.82,40.23
6.71,trial_03,1.0,183.13,50.0,-9.53,57.49,39.75
6.72,trial_03,1.0,169.14,50.0,-9.73,56.95,39.26
6.73,trial_03,1.0,156.19,50.0,-9.88,56.19,38.75
6.74,trial_03,1.0,144.33,50.0,-9.97,55.21,38.22
6.75,trial_03,1.0,133.6,50.0,-10.0,54.0,37.68
6.76,trial_03,1.0,123.98,50.0,-9.97,52.57,37.11
6.77,trial_03,1.0,115.45,50.0,-9.88,50.93,36.53
6.78,trial_03,1.0,107.96,50.0,-9.73,49.08,35.94
6.79,trial_03,1.0,101.46,50.0,-9.53,47.05,35.32
6.8,trial_03,1.0,95.86,50.0,-9.27,44.84,34.69
6.81,trial_03,1.0,91.09,50.0,-8.95,42.47,34.05
6.82,trial_03,1.0,87.06,50.0,-8.57,39.98,33.4
6.83,trial_03,1.0,83.69,50.0,-8.14,37.38,32.73
6.84,trial_03,1.0,80.9,50.0,-7.66,34.71,32.04
6.85,trial_03,1.0,78.61,50.0,-7.14,31.98,31.35
6.86,trial_03,1.0,76.74,50.0,-6.56,29.24,30.64
6.87,trial_03,1.0,75.24,50.0,-5.93,26.5,29.93
6.88,trial_03,1.0,74.04,50.0,-5.27,23.81,29.2
6.89,trial_03,1.0,73.09,50.0,-4.56,21.2,28.47
6.9,trial_03,1.0,72.35,50.0,-3.82,18.68,27.73
6.91,trial_03,1.0,71.77,50.0,-3.04,16.31,26.97
6.92,trial_03,1.0,71.32,50.0,-2.23,14.1,26.22
6.93,trial_03,1.0,70.98,50.0,-1.39,12.07,25.45
6.94,trial_03,1.0,70.72,50.0,-0.52,10.27,24.68
6.95,trial_03,1.0,70.52,50.0,0.36,8.7,23.91
6.96,trial_03,1.0,70.38,50.0,1.27,7.39,23.13
6.97,trial_03,1.0,70.27,50.0,2.19,6.36,22.35
6.98,trial_03,1.0,70.19,50.0,3.12,5.61,21.57
6.99,trial_03,1.0,70.14,50.0,4.06,5.15,20.79
7.0,trial_03,1.0,194.99,18.62,5.0,5.0,20.0
7.01,trial_03,1.0,214.5,14.65,5.94,5.15,20.79
7.02,trial_03,1.0,235.38,17.68,6.88,5.61,21.57
7.03,trial_03,1.0,257.41,17.99,7.81,6.36,22.35
7.04,trial_03,1.0,280.25,14.43,8.73,7.39,23.13
7.05,trial_03,1.0,303.53,14.28,9.64,8.7,23.91
7.06,trial_03,1.0,326.81,17.18,10.52,10.27,24.68
7.07,trial_03,1.0,349.6,11.97,11.39,12.07,25.45
7.08,trial_03,1.0,371.39,15.47,12.23,14.1,26.22
7.09,trial_03,1.0,391.65,17.08,13.04,16.31,26.97
7.1,trial_03,1.0,409.86,17.56,13.82,18.68,27.73
7.11,trial_03,1.0,425.54,22.97,14.56,21.2,28.47
7.12,trial_03,1.0,438.25,14.59,15.27,23.81,29.2
7.13,trial_03,1.0,447.65,57.53,15.93,26.5,29.93
7.14,trial_03,1.0,453.46,65.04,16.56,29.24,30.64
7.15,trial_03,1.0,455.52,72.49,17.14,31.98,31.35
7.16,trial_03,1.0,453.8,79.84,17.66,34.71,32.04
7.17,trial_03,1.0,448.35,87.08,18.14,37.38,32.73
7.18,trial_03,1.0,439.38,94.17,18.57,39.98,33.4
7.19,trial_03,1.0,427.17,101.09,18.95,42.47,34.05
7.2,trial_03,1.0,412.11,107.81,19.27,44.84,34.69
7.21,trial_03,1.0,394.67,114.3,19.53,47.05,35.32
7.22,trial_03,1.0,375.38,120.53,19.73,49.08,35.94
7.23,trial_03,1.0,354.81,126.49,19.88,50.93,36.53
7.24,trial_03,1.0,333.53,132.15,19.97,52.57,37.11
7.25,trial_03,1.0,312.12,137.48,20.0,54.0,37.68
7.26,trial_03,0.0,291.14,142.46,19.97,56.61,38.22
7.27,trial_03,0.0,271.09,147.08,19.88,65.05,38.75
7.28,trial_03,0.0,252.44,151.32,19.73,53.36,39.26
7.29,trial_03,0.0,235.58,155.16,19.53,62.18,39.75
7.3,trial_03,0.0,220.85,158.58,19.27,49.96,40.23
7.31,trial_03,0.0,208.5,161.57,18.95,77.86,40.68
7.32,trial_03,0.0,198.72,164.13,18.57,55.32,41.11
7.33,trial_03,0.0,191.64,166.23,18.14,48.62,41.52
7.34,trial_03,0.0,187.3,167.87,17.66,54.34,41.91
7.35,trial_03,0.0,185.7,169.05,17.14,58.99,42.28
7.36,trial_03,0.0,186.78,169.76,16.56,69.07,42.62
7.37,trial_03,0.0,190.43,170.0,15.93,51.9,42.94
7.38,trial_03,0.0,196.48,169.76,15.27,44.18,43.24
7.39,trial_03,0.0,204.75,169.05,14.56,57.72,43.52
7.4,trial_03,0.0,214.99,167.87,13.82,47.9,43.78
7.41,trial_03,0.0,226.93,166.23,13.04,48.41,44.01
7.42,trial_03,0.0,240.28,164.13,12.23,52.38,44.21
7.43,trial_03,0.0,254.71,161.57,11.39,47.15,44.4
7.44,trial_03,0.0,269.88,158.58,10.52,62.13,44.56
7.45,trial_03,0.0,285.43,155.16,9.64,55.86,44.69
7.46,trial_03,0.0,300.98,151.32,8.73,48.17,44.8
7.47,trial_03,0.0,316.16,147.08,7.81,37.88,44.89
7.48,trial_03,0.0,330.6,142.46,6.88,52.82,44.95
7.49,trial_03,0.0,343.94,137.48,5.94,46.05,44.99
7.5,trial_03,0.0,355.87,132.15,5.0,49.09,45.0
7.51,trial_03,0.0,366.06,126.49,4.06,50.84,44.99
7.52,trial_03,0.0,374.27,120.53,3.12,46.51,44.95
7.53,trial_03,0.0,380.28,114.3,2.19,53.05,44.89
7.54,trial_03,0.0,383.93,107.81,1.27,61.41,44.8
7.55,trial_03,1.0,385.13,101.09,0.36,48.65,44.69
7.56,trial_03,1.0,383.83,94.17,-0.52,49.32,44.56
7.57,trial_03,1.0,380.06,87.08,-1.39,50.08,44.4
7.58,trial_03,1.0,373.9,79.84,-2.23,50.9,44.21
7.59,trial_03,1.0,365.5,72.49,-3.04,51.77,44.01
7.6,trial_03,1.0,355.04,65.04,-3.82,52.66,43.78
7.61,trial_03,1.0,342.76,57.53,-4.56,53.56,43.52
7.62,trial_03,1.0,328.94,50.0,-5.27,54.43,43.24
7.63,trial_03,1.0,313.86,50.0,-5.93,55.25,42.94
7.64,trial_03,1.0,297.83,50.0,-6.56,56.01,42.62
7.65,trial_03,1.0,281.15,50.0,-7.14,56.67,42.28
7.66,trial_03,1.0,264.14,50.0,-7.66,57.21,41.91
7.67,trial_03,1.0,247.08,50.0,-8.14,57.62,41.52
7.68,trial_03,1.0,230.22,50.0,-8.57,57.87,41.11
7.69,trial_03,1.0,213.82,50.0,-8.95,57.94,40.68
7.7,trial_03,1.0,198.07,50.0,-9.27,57.82,40.23
7.71,trial_03,1.0,183.13,50.0,-9.53,57.49,39.75
7.72,trial_03,1.0,169.14,50.0,-9.73,56.95,39.26
7.73,trial_03,1.0,156.19,50.0,-9.88,56.19,38.75
7.74,trial_03,1.0,144.33,50.0,-9.97,55.21,38.22
7.75,trial_03,1.0,133.6,50.0,-10.0,54.0,37.68
7.76,trial_03,1.0,123.98,50.0,-9.97,52.57,37.11
7.77,trial_03,1.0,115.45,50.0,-9.88,50.93,36.53
7.78,trial_03,1.0,107.96,50.0,-9.73,49.08,35.94
7.79,trial_03,1.0,101.46,50.0,-9.53,47.05,35.32
7.8,trial_03,1.0,95.86,50.0,-9.27,44.84,34.69
7.81,trial_03,1.0,91.09,50.0,-8.95,42.47,34.05
7.82,trial_03,1.0,87.06,50.0,-8.57,39.98,33.4
7.83,trial_03,1.0,83.69,50.0,-8.14,37.38,32.73
7.84,trial_03,1.0,80.9,50.0,-7.66,34.71,32.04
7.85,trial_03,1.0,78.61,50.0,-7.14,31.98,31.35
7.86,trial_03,1.0,76.74,50.0,-6.56,29.24,30.64
7.87,trial_03,1.0,75.24,50.0,-5.93,26.5,29.93
7.88,trial_03,1.0,74.04,50.0,-5.27,23.81,29.2
7.89,trial_03,1.0,73.09,50.0,-4.56,21.2,28.47
7.9,trial_03,1.0,72.35,50.0,-3.82,18.68,27.73
7.91,trial_03,1.0,71.77,50.0,-3.04,16.31,26.97
7.92,trial_03,1.0,71.32,50.0,-2.23,14.1,26.22
7.93,trial_03,1.0,70.98,50.0,-1.39,12.07,25.45
7.94,trial_03,1.0,70.72,50.0,-0.52,10.27,24.68
7.95,trial_03,1.0,70.52,50.0,0.36,8.7,23.91
7.96,trial_03,1.0,70.38,50.0,1.27,7.39,23.13
7.97,trial_03,1.0,70.27,50.0,2.19,6.36,22.35
7.98,trial_03,1.0,70.19,50.0,3.12,5.61,21.57
7.99,trial_03,1.0,70.14,50.0,4.06,5.15,20.79
