time_s,trial_id,marker_visible,grf_vertical_N,emg_tib_ant_uV,ankle_angle_deg,knee_flexion_deg,hip_flexion_deg
4.15,trial_04,1.0,386.9,72.49,17.14,31.98,31.35
4.16,trial_04,1.0,450.62,79.84,17.66,34.71,32.04
4.17,trial_04,1.0,789.51,87.08,18.14,37.38,32.73
4.18,trial_04,1.0,412.05,94.17,18.57,39.98,33.4
4.19,trial_04,1.0,370.17,101.09,18.95,42.47,34.05
4.2,trial_04,1.0,391.81,107.81,19.27,44.84,34.69
4.21,trial_04,1.0,419.42,114.3,19.53,47.05,35.32
4.22,trial_04,1.0,341.12,120.53,19.73,49.08,35.94
4.23,trial_04,1.0,484.36,126.49,19.88,50.93,36.53
4.24,trial_04,1.0,353.05,132.15,19.97,52.57,37.11
4.25,trial_04,1.0,413.41,137.48,20.0,54.0,37.68
4.26,trial_04,1.0,259.63,142.46,19.97,55.21,38.22
4.27,trial_04,1.0,212.26,147.08,19.88,56.19,38.75
4.28,trial_04,1.0,181.82,151.32,19.73,56.95,39.26
4.29,trial_04,1.0,105.91,155.16,19.53,57.49,39.75
4.3,trial_04,1.0,282.6,158.58,19.27,57.82,40.23
4.31,trial_04,1.0,221.71,161.57,18.95,57.94,40.68
4.32,trial_04,1.0,84.5,164.13,18.57,57.87,41.11
4.33,trial_04,1.0,22.64,166.23,18.14,57.62,41.52
4.34,trial_04,1.0,608.5,167.87,17.66,57.21,41.91
4.35,trial_04,1.0,241.55,169.05,17.14,56.67,42.28
4.36,trial_04,1.0,197.99,169.76,16.56,56.01,42.62
4.37,trial_04,1.0,173.75,170.0,15.93,55.25,42.94
4.38,trial_04,1.0,151.72,169.76,15.27,54.43,43.24
4.39,trial_04,1.0,83.27,169.05,14.56,53.56,43.52
4.4,trial_04,1.0,270.82,167.87,13.82,52.66,43.78
4.41,trial_04,1.0,179.7,166.23,13.04,51.77,44.01
4.42,trial_04,1.0,203.38,164.13,12.23,50.9,44.21
4.43,trial_04,1.0,182.79,161.57,11.39,50.08,44.4
4.44,trial_04,1.0,356.52,158.58,10.52,49.32,44.56
4.45,trial_04,1.0,287.15,155.16,9.64,48.65,44.69
4.46,trial_04,1.0,300.94,151.32,8.73,48.07,44.8
4.47,trial_04,1.0,459.2,147.08,7.81,47.61,44.89
4.48,trial_04,1.0,470.09,142.46,6.88,47.27,44.95
4.49,trial_04,1.0,326.52,137.48,5.94,47.07,44.99
4.5,trial_04,1.0,165.79,132.15,5.0,47.0,45.0
4.51,trial_04,1.0,598.42,126.49,4.06,47.07,44.99
4.52,trial_04,1.0,448.97,120.53,3.12,47.27,44.95
4.53,trial_04,1.0,407.19,114.3,2.19,47.61,44.89
4.54,trial_04,1.0,264.99,107.81,1.27,48.07,44.8
4.55,trial_04,1.0,409.35,101.09,0.36,48.65,44.69
4.56,trial_04,1.0,351.48,94.17,-0.52,49.32,44.56
4.57,trial_04,1.0,353.52,87.08,-1.39,50.08,44.4
4.58,trial_04,1.0,354.94,79.84,-2.23,50.9,44.21
4.59,trial_04,1.0,365.93,72.49,-3.04,51.77,44.01
4.6,trial_04,1.0,322.29,65.04,-3.82,52.66,43.78
4.61,trial_04,1.0,421.48,57.53,-4.56,53.56,43.52
4.62,trial_04,1.0,218.7,50.0,-5.27,54.43,43.24
4.63,trial_04,1.0,270.46,50.0,-5.93,55.25,42.94
4.64,trial_04,1.0,218.32,50.0,-6.56,56.01,42.62
4.65,trial_04,1.0,230.03,50.0,-7.14,56.67,42.28
4.66,trial_04,1.0,231.02,50.0,-7.66,57.21,41.91
4.67,trial_04,1.0,277.76,50.0,-8.14,57.62,41.52
4.68,trial_04,1.0,394.83,50.0,-8.57,57.87,41.11
4.69,trial_04,1.0,168.39,50.0,-8.95,57.94,40.68
4.7,trial_04,1.0,293.47,50.0,-9.27,57.82,40.23
4.71,trial_04,1.0,94.26,50.0,-9.53,57.49,39.75
4.72,trial_04,1.0,134.31,50.0,-9.73,56.95,39.26
4.73,trial_04,1.0,289.88,50.0,-9.88,56.19,38.75
4.74,trial_04,1.0,119.08,50.0,-9.97,55.21,38.22
4.75,trial_04,1.0,167.96,50.0,-10.0,54.0,37.68
4.76,trial_04,1.0,22.45,50.0,-9.97,52.57,37.11
4.77,trial_04,1.0,220.71,50.0,-9.88,50.93,36.53
4.78,trial_04,1.0,-81.74,50.0,-9.73,49.08,35.94
4.79,trial_04,1.0,17.24,50.0,-9.53,47.05,35.32
4.8,trial_04,1.0,152.96,50.0,-9.27,44.84,34.69
4.81,trial_04,1.0,45.41,50.0,-8.95,42.47,34.05
4.82,trial_04,1.0,-56.34,50.0,-8.57,39.98,33.4
4.83,trial_04,1.0,39.4,50.0,-8.14,37.38,32.73
4.84,trial_04,1.0,-18.31,50.0,-7.66,34.71,32.04
4.85,trial_04,1.0,406.92,50.0,-7.14,31.98,31.35
4.86,trial_04,1.0,106.88,50.0,-6.56,29.24,30.64
4.87,trial_04,1.0,96.03,50.0,-5.93,26.5,29.93
4.88,trial_04,1.0,119.75,50.0,-5.27,23.81,29.2
4.89,trial_04,1.0,123.93,50.0,-4.56,21.2,28.47
4.9,trial_04,1.0,46.44,50.0,-3.82,18.68,27.73
4.91,trial_04,1.0,225.12,50.0,-3.04,16.31,26.97
4.92,trial_04,1.0,87.38,50.0,-2.23,14.1,26.22
4.93,trial_04,1.0,33.02,50.0,-1.39,12.07,25.45
4.94,trial_04,1.0,-70.1,50.0,-0.52,10.27,24.68
4.95,trial_04,1.0,7.2,50.0,0.36,8.7,23.91
4.96,trial_04,1.0,194.26,50.0,1.27,7.39,23.13
4.97,trial_04,1.0,16.15,50.0,2.19,6.36,22.35
4.98,trial_04,1.0,152.61,50.0,3.12,5.61,21.57
4.99,trial_04,1.0,120.05,50.0,4.06,5.15,20.79
5.0,trial_04,1.0,438.85,12.39,5.0,5.0,20.0
5.01,trial_04,1.0,305.61,17.28,5.94,5.15,20.79
5.02,trial_04,1.0,223.35,12.83,6.88,5.61,21.57
5.03,trial_04,1.0,198.13,15.22,7.81,6.36,22.35
5.04,trial_04,1.0,232.95,17.58,8.73,7.39,23.13
5.05,trial_04,1.0,181.66,15.73,9.64,8.7,23.91
5.06,trial_04,1.0,202.03,12.03,10.52,10.27,24.68
5.07,trial_04,1.0,375.33,17.76,11.39,12.07,25.45
5.08,trial_04,1.0,408.75,18.53,12.23,14.1,26.22
5.09,trial_04,1.0,257.26,9.1,13.04,16.31,26.97
5.1,trial_04,1.0,379.02,16.31,13.82,18.68,27.73
5.11,trial_04,1.0,504.97,18.96,14.56,21.2,28.47
5.12,trial_04,1.0,497.54,15.38,15.27,23.81,29.2
5.13,trial_04,1.0,635.29,57.53,15.93,26.5,29.93
5.14,trial_04,1.0,518.61,65.04,16.56,29.24,30.64
5.15,trial_04,1.0,451.24,72.49,17.14,31.98,31.35
5.16,trial_04,1.0,485.85,79.84,17.66,34.71,32.04
5.17,trial_04,1.0,889.22,87.08,18.14,37.38,32.73
5.18,trial_04,1.0,400.8,94.17,18.57,39.98,33.4
5.19,trial_04,1.0,260.11,101.09,18.95,42.47,34.05
5.2,trial_04,1.0,321.93,107.81,19.27,44.84,34.69
5.21,trial_04,1.0,438.01,114.3,19.53,47.05,35.32
5.22,trial_04,1.0,395.28,120.53,19.73,49.08,35.94
5.23,trial_04,1.0,193.26,126.49,19.88,50.93,36.53
5.24,trial_04,1.0,331.15,132.15,19.97,52.57,37.11
5.25,trial_04,1.0,334.93,137.48,20.0,54.0,37.68
5.26,trial_04,1.0,289.68,142.46,19.97,55.21,38.22
5.27,trial_04,1.0,279.26,147.08,19.88,56.19,38.75
5.28,trial_04,1.0,249.88,151.32,19.73,56.95,39.26
5.29,trial_04,1.0,228.26,155.16,19.53,57.49,39.75
5.3,trial_04,1.0,236.04,158.58,19.27,57.82,40.23
5.31,trial_04,1.0,286.09,161.57,18.95,57.94,40.68
5.32,trial_04,1.0,256.31,164.13,18.57,57.87,41.11
5.33,trial_04,1.0,253.69,166.23,18.14,57.62,41.52
5.34,trial_04,1.0,510.32,167.87,17.66,57.21,41.91
5.35,trial_04,1.0,143.8,169.05,17.14,56.67,42.28
5.36,trial_04,1.0,71.08,169.76,16.56,56.01,42.62
5.37,trial_04,1.0,23.72,170.0,15.93,55.25,42.94
5.38,trial_04,1.0,75.21,169.76,15.27,54.43,43.24
5.39,trial_04,1.0,165.55,169.05,14.56,53.56,43.52
5.4,trial_04,1.0,116.39,167.87,13.82,52.66,43.78
5.41,trial_04,1.0,206.94,166.23,13.04,51.77,44.01
5.42,trial_04,1.0,262.14,164.13,12.23,50.9,44.21
5.43,trial_04,1.0,337.48,161.57,11.39,50.08,44.4
5.44,trial_04,1.0,183.55,158.58,10.52,49.32,44.56
5.45,trial_04,1.0,302.84,155.16,9.64,48.65,44.69
5.46,trial_04,1.0,77.21,151.32,8.73,48.07,44.8
5.47,trial_04,1.0,274.13,147.08,7.81,47.61,44.89
5.48,trial_04,1.0,362.66,142.46,6.88,47.27,44.95
5.49,trial_04,1.0,295.69,137.48,5.94,47.07,44.99
5.5,trial_04,1.0,294.03,132.15,5.0,47.0,45.0
5.51,trial_04,1.0,713.23,126.49,4.06,47.07,44.99
5.52,trial_04,1.0,410.08,120.53,3.12,47.27,44.95
5.53,trial_04,1.0,361.72,114.3,2.19,47.61,44.89
5.54,trial_04,1.0,333.84,107.81,1.27,48.07,44.8
5.55,trial_04,1.0,421.27,101.09,0.36,48.65,44.69
5.56,trial_04,1.0,289.14,94.17,-0.52,49.32,44.56
5.57,trial_04,1.0,398.32,87.08,-1.39,50.08,44.4
5.58,trial_04,1.0,446.7,79.84,-2.23,50.9,44.21
5.59,trial_04,1.0,402.9,72.49,-3.04,51.77,44.01
5.6,trial_04,1.0,446.21,65.04,-3.82,52.66,43.78
5.61,trial_04,1.0,409.06,57.53,-4.56,53.56,43.52
5.62,trial_04,1.0,248.91,50.0,-5.27,54.43,43.24
5.63,trial_04,1.0,353.77,50.0,-5.93,55.25,42.94
5.64,trial_04,1.0,336.09,50.0,-6.56,56.01,42.62
5.65,trial_04,1.0,247.72,50.0,-7.14,56.67,42.28
5.66,trial_04,1.0,324.53,50.0,-7.66,57.21,41.91
5.67,trial_04,1.0,248.37,50.0,-8.14,57.62,41.52
5.68,trial_04,1.0,526.19,50.0,-8.57,57.87,41.11
5.69,trial_04,1.0,213.37,50.0,-8.95,57.94,40.68
5.7,trial_04,1.0,170.61,50.0,-9.27,57.82,40.23
5.71,trial_04,1.0,125.97,50.0,-9.53,57.49,39.75
5.72,trial_04,1.0,28.28,50.0,-9.73,56.95,39.26
5.73,trial_04,1.0,208.33,50.0,-9.88,56.19,38.75
5.74,trial_04,1.0,61.69,50.0,-9.97,55.21,38.22
5.75,trial_04,1.0,139.14,50.0,-10.0,54.0,37.68
5.76,trial_04,1.0,-49.52,50.0,-9.97,52.57,37.11
5.77,trial_04,1.0,141.46,50.0,-9.88,50.93,36.53
5.78,trial_04,1.0,132.98,50.0,-9.73,49.08,35.94
5.79,trial_04,1.0,16.36,50.0,-9.53,47.05,35.32
5.8,trial_04,1.0,210.25,50.0,-9.27,44.84,34.69
5.81,trial_04,1.0,235.01,50.0,-8.95,42.47,34.05
5.82,trial_04,1.0,108.75,50.0,-8.57,39.98,33.4
5.83,trial_04,1.0,76.69,50.0,-8.14,37.38,32.73
5.84,trial_04,1.0,21.37,50.0,-7.66,34.71,32.04
5.85,trial_04,1.0,444.92,50.0,-7.14,31.98,31.35
5.86,trial_04,1.0,219.45,50.0,-6.56,29.24,30.64
5.87,trial_04,1.0,179.21,50.0,-5.93,26.5,29.93
5.88,trial_04,1.0,152.28,50.0,-5.27,23.81,29.2
5.89,trial_04,1.0,53.5,50.0,-4.56,21.2,28.47
5.9,trial_04,1.0,-44.75,50.0,-3.82,18.68,27.73
5.91,trial_04,1.0,91.69,50.0,-3.04,16.31,26.97
5.92,trial_04,1.0,59.0,50.0,-2.23,14.1,26.22
5.93,trial_04,1.0,82.71,50.0,-1.39,12.07,25.45
5.94,trial_04,1.0,132.68,50.0,-0.52,10.27,24.68
5.95,trial_04,1.0,293.74,50.0,0.36,8.7,23.91
5.96,trial_04,1.0,57.24,50.0,1.27,7.39,23.13
5.97,trial_04,1.0,-37.91,50.0,2.19,6.36,22.35
5.98,trial_04,1.0,141.18,50.0,3.12,5.61,21.57
5.99,trial_04,1.0,147.74,50.0,4.06,5.15,20.79
6.0,trial_04,1.0,660.54,18.24,5.0,5.0,20.0
6.01,trial_04,1.0,170.19,15.0,5.94,5.15,20.79
6.02,trial_04,1.0,163.9,17.3,6.88,5.61,21.57
6.03,trial_04,1.0,127.86,16.1,7.81,6.36,22.35
6.04,trial_04,1.0,290.16,19.27,8.73,7.39,23.13
6.05,trial_04,1.0,367.78,10.99,9.64,8.7,23.91
6.06,trial_04,1.0,347.47,12.57,10.52,10.27,24.68
6.07,trial_04,1.0,359.5,12.88,11.39,12.07,25.45
6.08,trial_04,1.0,467.75,15.31,12.23,14.1,26.22
6.09,trial_04,1.0,429.32,17.64,13.04,16.31,26.97
6.1,trial_04,1.0,432.51,14.51,13.82,18.68,27.73
6.11,trial_04,1.0,521.01,10.88,14.56,21.2,28.47
6.12,trial_04,1.0,404.93,12.5,15.27,23.81,29.2
6.13,trial_04,1.0,441.64,57.53,15.93,26.5,29.93
6.14,trial_04,1.0,431.15,65.04,16.56,29.24,30.64
6.15,trial_04,1.0,400.21,72.49,17.14,31.98,31.35
6.16,trial_04,1.0,450.12,79.84,17.66,34.71,32.04
6.17,trial_04,1.0,827.83,87.08,18.14,37.38,32.73
6.18,trial_04,1.0,340.93,94.17,18.57,39.98,33.4
6.19,trial_04,1.0,379.0,101.09,18.95,42.47,34.05
6.2,trial_04,1.0,437.5,107.81,19.27,44.84,34.69
6.21,trial_04,1.0,397.61,114.3,19.53,47.05,35.32
6.22,trial_04,1.0,495.41,120.53,19.73,49.08,35.94
6.23,trial_04,1.0,213.81,126.49,19.88,50.93,36.53
6.24,trial_04,1.0,201.57,132.15,19.97,52.57,37.11
6.25,trial_04,1.0,327.59,137.48,20.0,54.0,37.68
6.26,trial_04,1.0,272.06,142.46,19.97,55.21,38.22
6.27,trial_04,1.0,280.98,147.08,19.88,56.19,38.75
6.28,trial_04,1.0,229.59,151.32,19.73,56.95,39.26
6.29,trial_04,1.0,413.86,155.16,19.53,57.49,39.75
6.3,trial_04,1.0,346.13,158.58,19.27,57.82,40.23
6.31,trial_04,1.0,171.58,161.57,18.95,57.94,40.68
6.32,trial_04,1.0,212.29,164.13,18.57,57.87,41.11
6.33,trial_04,1.0,246.52,166.23,18.14,57.62,41.52
6.34,trial_04,1.0,510.1,167.87,17.66,57.21,41.91
6.35,trial_04,1.0,231.47,169.05,17.14,56.67,42.28
6.36,trial_04,1.0,283.43,169.76,16.56,56.01,42.62
6.37,trial_04,1.0,55.2,170.0,15.93,55.25,42.94
6.38,trial_04,1.0,354.18,169.76,15.27,54.43,43.24
6.39,trial_04,1.0,121.77,169.05,14.56,53.56,43.52
6.4,trial_04,1.0,186.07,167.87,13.82,52.66,43.78
6.41,trial_04,1.0,230.46,166.23,13.04,51.77,44.01
6.42,trial_04,1.0,355.34,164.13,12.23,50.9,44.21
6.43,trial_04,1.0,252.75,161.57,11.39,50.08,44.4
6.44,trial_04,1.0,340.2,158.58,10.52,49.32,44.56
6.45,trial_04,1.0,364.91,155.16,9.64,48.65,44.69
6.46,trial_04,1.0,195.55,151.32,8.73,48.07,44.8
6.47,trial_04,1.0,300.58,147.08,7.81,47.61,44.89
6.48,trial_04,1.0,416.22,142.46,6.88,47.27,44.95
6.49,trial_04,1.0,497.58,137.48,5.94,47.07,44.99
6.5,trial_04,1.0,445.41,132.15,5.0,47.0,45.0
6.51,trial_04,1.0,575.96,126.49,4.06,47.07,44.99
6.52,trial_04,1.0,250.06,120.53,3.12,47.27,44.95
6.53,trial_04,1.0,306.66,114.3,2.19,47.61,44.89
6.54,trial_04,1.0,382.72,107.81,1.27,48.07,44.8
6.55,trial_04,1.0,386.77,101.09,0.36,48.65,44.69
6.56,trial_04,1.0,300.92,94.17,-0.52,49.32,44.56
6.57,trial_04,1.0,395.71,87.08,-1.39,50.08,44.4
6.58,trial_04,1.0,272.35,79.84,-2.23,50.9,44.21
6.59,trial_04,1.0,232.78,72.49,-3.04,51.77,44.01
6.6,trial_04,1.0,404.27,65.04,-3.82,52.66,43.78
6.61,trial_04,1.0,292.38,57.53,-4.56,53.56,43.52
6.62,trial_04,1.0,256.27,50.0,-5.27,54.43,43.24
6.63,trial_04,1.0,266.92,50.0,-5.93,55.25,42.94
6.64,trial_04,1.0,265.16,50.0,-6.56,56.01,42.62
6.65,trial_04,1.0,273.2,50.0,-7.14,56.67,42.28
6.66,trial_04,1.0,184.26,50.0,-7.66,57.21,41.91
6.67,trial_04,1.0,287.61,50.0,-8.14,57.62,41.52
6.68,trial_04,1.0,485.33,50.0,-8.57,57.87,41.11
6.69,trial_04,1.0,182.39,50.0,-8.95,57.94,40.68
6.7,trial_04,1.0,171.87,50.0,-9.27,57.82,40.23
6.71,trial_04,1.0,154.64,50.0,-9.53,57.49,39.75
6.72,trial_04,1.0,304.28,50.0,-9.73,56.95,39.26
6.73,trial_04,1.0,218.77,50.0,-9.88,56.19,38.75
6.74,trial_04,1.0,226.02,50.0,-9.97,55.21,38.22
6.75,trial_04,1.0,26.91,50.0,-10.0,54.0,37.68
6.76,trial_04,1.0,139.6,50.0,-9.97,52.57,37.11
6.77,trial_04,1.0,115.43,50.0,-9.88,50.93,36.53
6.78,trial_04,1.0,229.28,50.0,-9.73,49.08,35.94
6.79,trial_04,1.0,49.83,50.0,-9.53,47.05,35.32
6.8,trial_04,1.0,-70.29,50.0,-9.27,44.84,34.69
6.81,trial_04,1.0,17.17,50.0,-8.95,42.47,34.05
6.82,trial_04,1.0,148.66,50.0,-8.57,39.98,33.4
6.83,trial_04,1.0,158.99,50.0,-8.14,37.38,32.73
6.84,trial_04,1.0,158.42,50.0,-7.66,34.71,32.04
6.85,trial_04,1.0,264.57,50.0,-7.14,31.98,31.35
6.86,trial_04,1.0,74.25,50.0,-6.56,29.24,30.64
6.87,trial_04,1.0,37.57,50.0,-5.93,26.5,29.93
6.88,trial_04,1.0,26.34,50.0,-5.27,23.81,29.2
6.89,trial_04,1.0,169.63,50.0,-4.56,21.2,28.47
6.9,trial_04,1.0,189.75,50.0,-3.82,18.68,27.73
6.91,trial_04,1.0,-63.18,50.0,-3.04,16.31,26.97
6.92,trial_04,1.0,185.08,50.0,-2.23,14.1,26.22
6.93,trial_04,1.0,145.96,50.0,-1.39,12.07,25.45
6.94,trial_04,1.0,55.87,50.0,-0.52,10.27,24.68
6.95,trial_04,1.0,176.1,50.0,0.36,8.7,23.91
6.96,trial_04,1.0,46.21,50.0,1.27,7.39,23.13
6.97,trial_04,1.0,53.79,50.0,2.19,6.36,22.35
6.98,trial_04,1.0,111.41,50.0,3.12,5.61,21.57
6.99,trial_04,1.0,67.55,50.0,4.06,5.15,20.79
7.0,trial_04,1.0,567.95,18.25,5.0,5.0,20.0
7.01,trial_04,1.0,104.76,12.45,5.94,5.15,20.79
7.02,trial_04,1.0,108.92,13.08,6.88,5.61,21.57
7.03,trial_04,1.0,240.97,17.55,7.81,6.36,22.35
7.04,trial_04,1.0,371.43,13.81,8.73,7.39,23.13
7.05,trial_04,1.0,189.47,10.75,9.64,8.7,23.91
7.06,trial_04,1.0,425.94,18.86,10.52,10.27,24.68
7.07,trial_04,1.0,485.19,15.51,11.39,12.07,25.45
7.08,trial_04,1.0,390.76,13.75,12.23,14.1,26.22
7.09,trial_04,1.0,370.67,13.32,13.04,16.31,26.97
7.1,trial_04,1.0,421.17,19.7,13.82,18.68,27.73
7.11,trial_04,1.0,390.4,11.45,14.56,21.2,28.47
7.12,trial_04,1.0,474.47,9.1,15.27,23.81,29.2
7.13,trial_04,1.0,479.43,57.53,15.93,26.5,29.93
7.14,trial_04,1.0,521.44,65.04,16.56,29.24,30.64
7.15,trial_04,1.0,464.72,72.49,17.14,31.98,31.35
7.16,trial_04,1.0,530.36,79.84,17.66,34.71,32.04
7.17,trial_04,1.0,793.35,87.08,18.14,37.38,32.73
7.18,trial_04,1.0,411.47,94.17,18.57,39.98,33.4
7.19,trial_04,1.0,468.37,101.09,18.95,42.47,34.05
7.2,trial_04,1.0,322.61,107.81,19.27,44.84,34.69
7.21,trial_04,1.0,382.72,114.3,19.53,47.05,35.32
7.22,trial_04,1.0,384.53,120.53,19.73,49.08,35.94
7.23,trial_04,1.0,384.42,126.49,19.88,50.93,36.53
7.24,trial_04,1.0,266.6,132.15,19.97,52.57,37.11
7.25,trial_04,1.0,232.07,137.48,20.0,54.0,37.68
7.26,trial_04,1.0,333.46,142.46,19.97,55.21,38.22
7.27,trial_04,1.0,297.82,147.08,19.88,56.19,38.75
7.28,trial_04,1.0,313.72,151.32,19.73,56.95,39.26
7.29,trial_04,1.0,208.33,155.16,19.53,57.49,39.75
7.3,trial_04,1.0,193.28,158.58,19.27,57.82,40.23
7.31,trial_04,1.0,192.73,161.57,18.95,57.94,40.68
7.32,trial_04,1.0,145.13,164.13,18.57,57.87,41.11
7.33,trial_04,1.0,262.15,166.23,18.14,57.62,41.52
7.34,trial_04,1.0,488.18,167.87,17.66,57.21,41.91
7.35,trial_04,1.0,305.31,169.05,17.14,56.67,42.28
7.36,trial_04,1.0,167.6,169.76,16.56,56.01,42.62
7.37,trial_04,1.0,122.53,170.0,15.93,55.25,42.94
7.38,trial_04,1.0,193.2,169.76,15.27,54.43,43.24
7.39,trial_04,1.0,295.38,169.05,14.56,53.56,43.52
7.4,trial_04,1.0,299.56,167.87,13.82,52.66,43.78
7.41,trial_04,1.0,231.99,166.23,13.04,51.77,44.01
7.42,trial_04,1.0,361.41,164.13,12.23,50.9,44.21
7.43,trial_04,1.0,238.3,161.57,11.39,50.08,44.4
7.44,trial_04,1.0,316.83,158.58,10.52,49.32,44.56
7.45,trial_04,1.0,277.19,155.16,9.64,48.65,44.69
7.46,trial_04,1.0,345.77,151.32,8.73,48.07,44.8
7.47,trial_04,1.0,258.59,147.08,7.81,47.61,44.89
7.48,trial_04,1.0,366.77,142.46,6.88,47.27,44.95
7.49,trial_04,1.0,398.56,137.48,5.94,47.07,44.99
7.5,trial_04,1.0,532.56,132.15,5.0,47.0,45.0
7.51,trial_04,1.0,647.97,126.49,4.06,47.07,44.99
7.52,trial_04,1.0,377.05,120.53,3.12,47.27,44.95
7.53,trial_04,1.0,428.3,114.3,2.19,47.61,44.89
7.54,trial_04,1.0,428.69,107.81,1.27,48.07,44.8
7.55,trial_04,1.0,356.03,101.09,0.36,48.65,44.69
7.56,trial_04,1.0,348.2,94.17,-0.52,49.32,44.56
7.57,trial_04,1.0,443.87,87.08,-1.39,50.08,44.4
7.58,trial_04,1.0,406.1,79.84,-2.23,50.9,44.21
7.59,trial_04,1.0,440.98,72.49,-3.04,51.77,44.01
7.6,trial_04,1.0,419.9,65.04,-3.82,52.66,43.78
7.61,trial_04,1.0,272.37,57.53,-4.56,53.56,43.52
7.62,trial_04,1.0,481.83,50.0,-5.27,54.43,43.24
7.63,trial_04,1.0,411.42,50.0,-5.93,55.25,42.94
7.64,trial_04,1.0,299.01,50.0,-6.56,56.01,42.62
7.65,trial_04,1.0,256.54,50.0,-7.14,56.67,42.28
7.66,trial_04,1.0,189.75,50.0,-7.66,57.21,41.91
7.67,trial_04,1.0,309.12,50.0,-8.14,57.62,41.52
7.68,trial_04,1.0,465.09,50.0,-8.57,57.87,41.11
7.69,trial_04,1.0,228.78,50.0,-8.95,57.94,40.68
7.7,trial_04,1.0,284.3,50.0,-9.27,57.82,40.23
7.71,trial_04,1.0,47.99,50.0,-9.53,57.49,39.75
7.72,trial_04,1.0,259.19,50.0,-9.73,56.95,39.26
7.73,trial_04,1.0,180.16,50.0,-9.88,56.19,38.75
7.74,trial_04,1.0,-116.97,50.0,-9.97,55.21,38.22
7.75,trial_04,1.0,210.01,50.0,-10.0,54.0,37.68
7.76,trial_04,1.0,168.27,50.0,-9.97,52.57,37.11
7.77,trial_04,1.0,141.58,50.0,-9.88,50.93,36.53
7.78,trial_04,1.0,166.47,50.0,-9.73,49.08,35.94
7.79,trial_04,1.0,87.89,50.0,-9.53,47.05,35.32
7.8,trial_04,1.0,70.55,50.0,-9.27,44.84,34.69
7.81,trial_04,1.0,-11.54,50.0,-8.95,42.47,34.05
7.82,trial_04,1.0,97.06,50.0,-8.57,39.98,33.4
7.83,trial_04,1.0,159.32,50.0,-8.14,37.38,32.73
7.84,trial_04,1.0,101.32,50.0,-7.66,34.71,32.04
7.85,trial_04,1.0,430.47,50.0,-7.14,31.98,31.35
7.86,trial_04,1.0,3.64,50.0,-6.56,29.24,30.64
7.87,trial_04,1.0,65.95,50.0,-5.93,26.5,29.93
7.88,trial_04,1.0,104.53,50.0,-5.27,23.81,29.2
7.89,trial_04,1.0,172.74,50.0,-4.56,21.2,28.47
7.9,trial_04,1.0,37.82,50.0,-3.82,18.68,27.73
7.91,trial_04,1.0,115.54,50.0,-3.04,16.31,26.97
7.92,trial_04,1.0,112.68,50.0,-2.23,14.1,26.22
7.93,trial_04,1.0,124.63,50.0,-1.39,12.07,25.45
7.94,trial_04,1.0,128.95,50.0,-0.52,10.27,24.68
7.95,trial_04,1.0,-97.33,50.0,0.36,8.7,23.91
7.96,trial_04,1.0,233.62,50.0,1.27,7.39,23.13
7.97,trial_04,1.0,-4.07,50.0,2.19,6.36,22.35
7.98,trial_04,1.0,56.59,50.0,3.12,5.61,21.57
7.99,trial_04,1.0,84.67,50.0,4.06,5.15,20.79
